topic,video_id,title,description,views,likes,duration_minutes,keywords,keyword_count,difficulty,positive_comments(%),neutral_comments(%),negative_comments(%),total_comments,video_url,published_at,channel_title
computer networks,CtLxfFXq9cY,How to connect internet in computer shorts tips tricks trending,,2222909,32635,0.6,No keywords,0,Intermediate,40.0,60.0,0.0,15,https://www.youtube.com/watch?v=CtLxfFXq9cY,2023-12-08T12:19:07Z,AMERICAN ACADEMY RRC
computer networks,lg-f92uY1Lc,Lec 4: Physical layer in computer networks in hindi | Functions of Physical layer | OSI,"Subscribe to our new channel: In this video, Varun sir has discussed Physical layer of computer networks. Physical layer is the lowest or last layer of the OSI model. It is responsible for the physical transmission of data over the network. It deals with the actual hardware and physical components that enable communication between devices. 0:00 Introduction 1:52 Cables and Connectors 4:13 Topology 5:37 Hardware Repeaters, Hubs 6:34 Transmission mode 7:04 Multiplexing 8:32 Encoding Repeaters in C",1333035,20758,10.77,"computer, physical, networks, follow, subscribe, layer, data, system, new, channel, transmission, hardware, repeaters, playlist, links, design, theory, query, instagram, video",20,Beginner,13.33,73.33,13.33,15,https://www.youtube.com/watch?v=lg-f92uY1Lc,2019-03-03T06:57:20Z,Gate Smashers
computer networks,JRgmPco0KWI,Lec 21: Data link layer in computer Networks and its Responsibilities,"Subscribe to our new channel: In this video, Varun sir has explained Data Link layer. Data link layer is the second layer in the OSI Open Systems Interconnection model and the TCP/IP protocol suite. It is responsible for breaking the data received from the network layer into smaller units called frames and transmitting them over the physical medium. 0:00 Introduction 0:57 Hop to Hop 5:46 Flow Control 9:04 Error Control 12:19 Access Control 15:18 MAC address 16:41 Frames Computer Networks Complet",1333218,25521,19.38,"data, layer, follow, subscribe, control, system, new, channel, link, frames, hop, computer, playlist, links, design, theory, query, instagram, video, varun",20,Beginner,20.0,80.0,0.0,15,https://www.youtube.com/watch?v=JRgmPco0KWI,2018-04-17T06:16:38Z,Gate Smashers
computer networks,uSKdjjw5zow,Network Topology,Computer Networks: Network Topologies in Computer Networks Topics discussed: 1 Network Topology. 2 Physical and Logical Topology. 3 Bus Topology. 4 Ring Topology. 5 Star Topology. 6 Mesh Topology. 7 Hybrid Topology. Follow Neso Academy on Instagram: @nesoacademy Contribute: Memberships: Books: books Website Forum Facebook Twitter Music: Axol x Alex Skrindo You NCS Release ComputerNetworksByNeso ComputerNetwork NetworkTopology,1307097,21646,13.6,"topology, computer, networks, network, books, topologies, topics, discussed, physical, logical, bus, ring, star, mesh, hybrid, follow, neso, academy, instagram, nesoacademy",20,Intermediate,60.0,33.33,6.67,15,https://www.youtube.com/watch?v=uSKdjjw5zow,2019-11-09T13:30:02Z,Neso Academy
computer networks,M60fjg6FcXk,Types of Protocol in Hindi | Computer Networking,What is Computer Network? Please Like | Share | SUBSCRIBE our Channel.. Learn Coding Like our Facebook Page.... Learn Coding Don't forget to tag our Channel... protocol TypesofProtocols LearnCoding networkprotocol Networking whatisprotocol TCP/IP FTP HTTP SMTP POP IMAP PPP UDP computernetworking computernetwork networkprotocol || Content || 1. writer : ankush 2. voice : akhilesh Thank You,1286786,29963,18.65,"like, channel, learn, coding, networkprotocol, computer, network, please, share, subscribe, facebook, page, forget, tag, protocol, typesofprotocols, learncoding, networking, whatisprotocol, ftp",20,Intermediate,26.67,66.67,6.67,15,https://www.youtube.com/watch?v=M60fjg6FcXk,2021-05-09T03:29:36Z,Learn Coding
computer networks,rdb2ki4iGuo,Lec 48: Subnetting in Classful Addressing with Examples in Hindi | Computer Networks,"Subscribe to our new channel: Subnetting in Classful Addressing with Examples is explained in this video. Subnetting: Dividing the big network into small networks. Classful subnetting is a method of splitting a classful network number into two or more smaller subnets. The subnets will all be the same size, determined by the maximum number of hosts per subnet. A single custom subnet mask is used to configure the subnets Computer Networks Complete Playlist : 2joCpWOLUrDLvVV Other subject wise play",1288860,22021,19.28,"subnetting, follow, subscribe, classful, number, subnets, system, new, channel, big, network, networks, subnet, computer, playlist, links, design, theory, query, data",20,Intermediate,20.0,80.0,0.0,15,https://www.youtube.com/watch?v=rdb2ki4iGuo,2019-09-24T14:30:04Z,Gate Smashers
computer networks,vhfRArT11jc,Lec 76: Domain Name System DNS in computer Networks,"Subscribe to our new channel: Here, Varun sir has explained Domain Name System DNS in computer Networks The domain name system DNS is a naming database in which internet domain names are located and translated into Internet Protocol IP addresses. The domain name system maps the name people use to locate a website to the IP address that a computer uses to locate that website. Computer Networks Complete Playlist : 2joCpWOLUrDLvVV Other subject wise playlist Links: Design and Analysis of algorithms",1279336,23597,9.37,"system, domain, name, computer, follow, subscribe, dns, new, channel, networks, database, internet, locate, website, playlist, links, design, theory, query, data",20,Intermediate,20.0,80.0,0.0,15,https://www.youtube.com/watch?v=vhfRArT11jc,2018-12-22T12:37:14Z,Gate Smashers
computer networks,bdnZjFq80l4,Top 100 Computer Networking Mcqs | Networking mcq questions and answers,"Hi Guys... In this Video, You will learn Computer Networking Mcqs. Most commonly asked Networking Mcqs in Exams & Interview Please SUBSCRIBE our Channel @KeyPointsEducation Don't forget to tag our channel networkingmcq computernetworking networkingmcqs networking computernetworkingmcq Complete MS OFFICE Mcqs Thanks for Watching.. Keep learning, Keep Supporting",1228048,39960,35.1,"networking, mcqs, channel, keep, guys, video, learn, computer, commonly, asked, exams, interview, please, subscribe, keypointseducation, forget, tag, networkingmcq, computernetworking, networkingmcqs",20,Intermediate,20.0,73.33,6.67,15,https://www.youtube.com/watch?v=bdnZjFq80l4,2021-11-05T01:52:30Z,KeyPoints Education
computer networks,zoFSxIuS5Ro,Lec 53: IPv4 Header Format All Fields Explained in Hindi | Computer Networks,Subscribe to our new channel: This video explains IPv4 Header Format . All Fields are explained. IPv4 short for Internet Protocol Version 4 is the fourth version of the Internet Protocol IP . IP is responsible to deliver data packets from the source host to the destination host. This delivery is solely based on the IP Addresses in the packet headers. IPv4 is the first major version of IP. IPv4 is a connectionless protocol for use on packet switched networks. 0:00 IPv4 Header 5:43 Version VER 7:2,1175754,23676,18.42,"protocol, version, follow, subscribe, header, data, system, new, channel, internet, source, host, destination, packet, networks, computer, playlist, links, design, theory",20,Intermediate,20.0,73.33,6.67,15,https://www.youtube.com/watch?v=zoFSxIuS5Ro,2019-06-07T15:21:57Z,Gate Smashers
computer networks,R6WN4_bBB1Q,How TCP works IRL,,1280182,72643,0.65,No keywords,0,Intermediate,20.0,73.33,6.67,15,https://www.youtube.com/watch?v=R6WN4_bBB1Q,2024-02-14T22:23:29Z,Justin Garrison
computer networks,4_zSIXb7tLQ,"Network Types: LAN, WAN, PAN, CAN, MAN, SAN, WLAN","Network types depend on how large they are and how much of an area they cover geographically. This video explains the difference between a LAN vs WAN, along with other networks. LAN Local Area Network WAN Wide Area Network LAN WAN",1167385,20809,4.93,"network, area, lan, wan, types, depend, large, much, cover, geographically, video, explains, difference, along, networks, local, wide",17,Intermediate,40.0,46.67,13.33,15,https://www.youtube.com/watch?v=4_zSIXb7tLQ,2018-11-21T14:49:34Z,PowerCert Animated Videos
computer networks,ZdOqrDd2Xj8,"Difference among LAN, MAN & WAN in Computer Network | Learn Coding",All about Computer QIwBPYDXpxAmb5La Please Like | Share | SUBSCRIBE our Channel.. Learn Coding Like our Facebook Page... Learn Coding Don't forget to tag our Channel... Networking ComputerNetwork LearnCoding LAN MAN WAN LANMANWAN LanManWandifference LANvsMANvsWAN whatisLAN whatisMAN whatisWAN LANComputerNetwork MANComputerNetwork WANComputerNetwork typesofcomputernetwork typesofnetwork lannetwork mannetwork wannetwork,1143980,23764,6.82,"like, channel, learn, coding, computer, please, share, subscribe, facebook, page, forget, tag, networking, computernetwork, learncoding, lan, man, wan, lanmanwan, lanmanwandifference",20,Intermediate,33.33,66.67,0.0,15,https://www.youtube.com/watch?v=ZdOqrDd2Xj8,2021-01-06T02:52:24Z,Learn Coding
computer networks,trHox1bN5es,Lec 80: Cryptography in computer network in Hindi | Cryptography in Information Security,"Subscribe to our new channel: Here, Cryptography in computer network is described in this video. Cryptography is derived from the Greek word, which means ""Hidden Secrets."" In other words, it is an art in which we can protect our data and information. Through cryptography, we convert our data into Unreadable Secret Codes, called Cipher Text and can read this data only, which will have the secret key to decrypt it. Computer Networks Complete Playlist : 2joCpWOLUrDLvVV Other subject wise playlist L",1132583,22370,7.65,"data, follow, cryptography, computer, system, subscribe, secret, playlist, links, design, theory, query, instagram, new, channel, network, described, video, derived, greek",20,Intermediate,13.33,66.67,20.0,15,https://www.youtube.com/watch?v=trHox1bN5es,2018-11-05T16:14:01Z,Gate Smashers
computer networks,uDulBxDb7GM,"Lec 5: Topologies in Computer Networks | Part 1 | All imp points of Mesh, Star, Hub, Bus, Hybrid","Subscribe to our new channel: In computer networks, a network topology refers to the arrangement of the various elements of a network, such as nodes, links, and connections. There are several common network topologies used in computer networks, including Mesh, Star, Bus, Ring, and Hybrid. In this video, Varun sir has explained Mesh topology and Star Topology 0:00 Introduction 0:58 Mesh Topology 7:27 Star Topology Hub in Computer Networks: Computer Networks Complete Playlist : 2joCpWOLUrDLvVV Oth",1128832,17880,10.72,"computer, topology, networks, follow, network, links, mesh, star, system, subscribe, topologies, playlist, design, theory, query, data, instagram, new, channel, refers",20,Beginner,13.33,86.67,0.0,15,https://www.youtube.com/watch?v=uDulBxDb7GM,2018-11-13T13:01:48Z,Gate Smashers
computer networks,rW1jPlYgp_0,Lec 40: Network Layer | Responsibilities of Network Layer | OSI Model | Computer Networks,"Subscribe to our new channel: Network layer is third layer of the OSI model. It provides end to end communication and logical addressing between hosts in different networks. It is responsible for routing packets, logical addressing, and providing network level services. 0:00 Introduction 0:41 Host to Host Delivery 2:40 Logical Address 4:28 Routing 8:13 Fragmentation 10:27 Congestion control Computer Networks Complete Playlist : 2joCpWOLUrDLvVV Other subject wise playlist Links: Design and Analys",1118740,17760,12.22,"follow, subscribe, logical, system, new, channel, network, layer, end, addressing, networks, routing, host, computer, playlist, links, design, theory, query, data",20,Beginner,26.67,73.33,0.0,15,https://www.youtube.com/watch?v=rW1jPlYgp_0,2018-04-17T07:19:31Z,Gate Smashers
cybersecurity basics,KINXu_gWLqE,DDOS ATTACK. coding programming ddos cybersecurity neet,,9093844,492681,0.83,No keywords,0,Intermediate,26.67,60.0,13.33,15,https://www.youtube.com/watch?v=KINXu_gWLqE,2024-06-20T13:25:28Z,Neeraj Walia
cybersecurity basics,fNzpcB7ODxQ,Ethical Hacking in 12 Hours Full Course Learn to Hack,"Full Course: sec.com/p/practical ethical hacking the complete course All Course Resources/Links: Ethical Hacking Resources A shout out to all those involved with helping out on this course: Alek Creating ""Academy"", ""Dev"", and ""Black Pearl"" Capstone machines and a Discord Admin. Dewalt The one man Army of a five star support team. Dwight Discord Admin and awesome hacker. Grimmie Creation of SumRecon, lover of cookies, and a Discord Admin. Joe Helle Creating the ""Blue"" Capstone machine and the PNP",6005469,200211,736.9,"part, discord, admin, installing, walkthrough, course, ethical, enumerating, hacking, creating, academy, capstone, support, blue, addresses, overview, scanning, dev, black, one",20,Beginner,53.33,46.67,0.0,15,https://www.youtube.com/watch?v=fNzpcB7ODxQ,2022-01-03T13:10:09Z,The Cyber Mentor
cybersecurity basics,_IOZ8_cPgu8,"Networking Basics 2025 | What is a switch, router, gateway, subnet, gateway, firewall & DMZ","Networking basics 2023 | What is a switch, router, gateway, subnet, gateway, firewall & DMZ networkingbasics switch router subnet gateway firewall NAT dmz Subscribe to my FREE newsletter ""Normal I.T. Guy"" to know more about what I am thinking, learning and doing in my career & life CLICK THE LINK BELOW Check out our technology and google cloud tutorials playlists 1 Latest technology tutorial 2020 G3Kt43hcU6kI 2 Google Cloud Platform Beginner Series 2020 0&list=PLcnJIHtHiTA2Jp3klIkeHiwqGrxjXBzh6 ",5874432,163973,14.97,"cloud, career, course, gateway, channel, aws, networking, basics, switch, router, subnet, firewall, dmz, video, understand, first, enroll, guidance, nat, know",20,Beginner,53.33,40.0,6.67,15,https://www.youtube.com/watch?v=_IOZ8_cPgu8,2020-05-06T16:07:34Z,IT k Funde
cybersecurity basics,ukzFI9rgwfU,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2024 | Simplilearn,""" Purdue Professional Certificate in AI and Machine Learning ai machine learning certification training course?utm campaign=ukzFI9rgwfU&utm medium=DescriptionFFF&utm source=Youtube IITK Professional Certificate Course in Generative AI and Machine Learning professional certificate course ai machine learning?utm campaign=ukzFI9rgwfU&utm medium=DescriptionFFF&utm source=Youtube Microsoft AI Engineer Program engineer course?utm campaign=ukzFI9rgwfU&utm medium=DescriptionFFF&utm source=Youtube Purdue",5192546,65638,7.87,"learning, machine, utm, course, engineer, artificial, intelligence, data, ibm, professional, certificate, new, learn, purdue, certification, training, generative, basics, video, types",20,Beginner,66.67,33.33,0.0,15,https://www.youtube.com/watch?v=ukzFI9rgwfU,2018-09-19T14:57:02Z,Simplilearn
cybersecurity basics,_DVVNOGYtmU,Cybersecurity for Beginners | Google Cybersecurity Certificate,"This is the first course in the Google Cybersecurity Certificate. These courses will equip you with the skills you need to prepare for an entry level cybersecurity job. In this course, you will be introduced to the world of cybersecurity through an interactive curriculum developed by Google. You will identify significant events that led to the development of the cybersecurity field, explain the importance of cybersecurity in today's business operations, and explore the job responsibilities and s",4868034,30737,74.55,"cybersecurity, google, certificate, utm, career, skills, review, certificates, course, entry, level, security, need, prepare, job, world, dvvnogytmu, tools, first, courses",20,Beginner,40.0,60.0,0.0,15,https://www.youtube.com/watch?v=_DVVNOGYtmU,2023-05-04T13:52:26Z,Google Career Certificates
cybersecurity basics,inWWhr5tnEA,What Is Cyber Security | How It Works? | Cyber Security In 7 Minutes | Cyber Security | Simplilearn,Cybersecurity Expert Masters Program security expert master program training course?utm campaign=inWWhr5tnEA&utm medium=DescriptionFFF&utm source=Youtube IITK Executive Certificate Program In Cyber Security certificate program in cybersecurity?utm campaign=inWWhr5tnEA&utm medium=DescriptionFFF&utm source=Youtube IIITB Advanced Executive Program in Cybersecurity advanced executive program in cyber security?utm campaign=inWWhr5tnEA&utm medium=DescriptionFFF&utm source=Youtube Purdue Professional C,4429976,76967,7.12,"security, cyber, utm, cybersecurity, program, simplilearn, attack, advanced, video, certificate, data, access, reviews, expert, training, executive, systems, information, including, skills",20,Beginner,33.33,66.67,0.0,15,https://www.youtube.com/watch?v=inWWhr5tnEA,2020-06-10T14:30:04Z,Simplilearn
cybersecurity basics,U_P23SqJaDc,Cyber Security Full Course for Beginner,In this complete cyber security course you will learn everything you need in order to understand cyber security in depth. You will learn all the terminology related to cyber security. Which is very crucial in the field of IT security. Join our community and stay up to date with computer science Join our FB Group: Like our FB Page: Website: Table of Contents: Why cyber Security 0:00 Cyber Security Terminology 6:33 Demystifying Computers 19:40 Demystifying Internet 40:00 Passwords and Hash Functio,3368640,80507,298.98,"security, cyber, malware, wireless, network, learn, terminology, join, demystifying, internet, password, email, works, web, complete, course, everything, need, order, understand",20,Beginner,40.0,53.33,6.67,15,https://www.youtube.com/watch?v=U_P23SqJaDc,2019-03-15T13:14:58Z,My CS
cybersecurity basics,pISXHEsZF4E,how to become ethical hacker ? ethical hacking explained | ethical hacker kaise bane |,how to become ethical hacker ? ethical hacking explained | ethical hacker kaise bane | contact for paid promotion and related to business ........devilhacerms@gmail.com,3351949,125593,0.5,"ethical, hacker, become, hacking, explained, kaise, bane, contact, paid, promotion, related, business, devilhacerms",13,Intermediate,0.0,93.33,6.67,15,https://www.youtube.com/watch?v=pISXHEsZF4E,2023-06-10T03:29:34Z,Time2Learn
cybersecurity basics,92LhtoYj3HU,how to become ethical hacker ? ethical hacking explained | ethical hacker kaise bane |,shorts carrer atharvbaser,2252352,161531,1.0,No keywords,0,Intermediate,13.33,86.67,0.0,15,https://www.youtube.com/watch?v=92LhtoYj3HU,2022-07-06T03:04:23Z,Atharv Baser
cybersecurity basics,Uy60wy20ADE,7 Cybersecurity Tips NOBODY Tells You but are EASY to do,"The exact same security tips get repeated all the time. Of COURSE you want strong passwords and 2FA, but what are some easy steps you can take less than 5 min that can drastically improve your online security? If you haven't removed your personal data online, be sure to check out DeleteMe: For my international audience visit: international We've heard it all before: use strong passwords, set up 2FA, use a VPN on public WiFi. These are all good, but what is the next step that you can take that wi",1827288,52296,13.82,"security, online, use, recommended, privacy, tips, get, wifi, next, checklist, support, cybersecurity, repeated, time, strong, passwords, easy, take, improve, personal",20,Beginner,53.33,46.67,0.0,15,https://www.youtube.com/watch?v=Uy60wy20ADE,2024-09-05T11:30:30Z,All Things Secured
cybersecurity basics,hXSFdwIOfnE,Cyber Security Full Course 2024 | Cyber Security Course Training For Beginners 2024 | Simplilearn,IITK Advanced Executive Program in Cybersecurity certificate program in cybersecurity?utm campaign=Dec24Exp&utm medium=DescriptionFirstFold&utm source=Youtube Purdue Professional Certificate Program in Cybersecurity program online?utm campaign=hXSFdwIOfnE&utm medium=DescriptionFirstFold&utm source=Youtube Cyber Security Expert Masters Program security expert master program training course?utm campaign=hXSFdwIOfnE&utm medium=DescriptionFirstFold&utm source=Youtube IIITB Advanced Executive Program,1820154,37535,666.87,"security, utm, cyber, cybersecurity, program, hacking, top, advanced, learn, ethical, network, cryptography, executive, certificate, training, course, live, attack, key, kali",20,Beginner,40.0,60.0,0.0,15,https://www.youtube.com/watch?v=hXSFdwIOfnE,2023-01-06T14:30:17Z,Simplilearn
cybersecurity basics,fG37nllryEU,Salary of Cyber Security Engineer | How Much does a Cyber Security Engineer Make Simplilearn,"In this short on Salary of Cyber Security Engineer, we hit the streets to ask experts about the salary of a Cyber Security Engineer and how to break into the field. From the best pathways for newcomers to the expected entry level salaries, we're gathering insights straight from seasoned professionals. Whether you're considering a career change or diving into the tech world for the first time, this video is your go to guide for everything you need to know about starting a career in cyber security",2132988,78606,0.97,"cyber, security, salary, field, career, engineer, hit, entry, level, salaries, insights, whether, diving, world, video, need, know, join, expert, journey",20,Advanced,0.0,100.0,0.0,3,https://www.youtube.com/watch?v=fG37nllryEU,2024-05-03T14:39:23Z,Simplilearn
cybersecurity basics,VBejkJSsHZ0,What is Cyber Security With Full Information? Hindi Quick Support,"WhatisCyberSecurity QuickSupport Innovation What is Cyber Security With Full Information? Hindi Quick Support. Cyber security video cyber security , cyber attack . video . Website: Facebook: Twitter: Channel Instagram: support007 Youtube: Linkedin: Nakrani Channel Owner: Anil Nakrani",1749634,51833,10.88,"cyber, security, video, channel, nakrani, whatiscybersecurity, quicksupport, innovation, full, information, hindi, quick, support, attack, website, facebook, twitter, instagram, youtube, linkedin",20,Intermediate,33.33,66.67,0.0,15,https://www.youtube.com/watch?v=VBejkJSsHZ0,2020-11-04T08:42:28Z,Quick Support
cybersecurity basics,or0xOSVQAI8,Learn Ethical Hacking for free cybersecurity hack,,2596547,126994,0.55,No keywords,0,Intermediate,40.0,60.0,0.0,15,https://www.youtube.com/watch?v=or0xOSVQAI8,2024-02-07T17:35:08Z,Aapka Tech 2.0
cybersecurity basics,z5nc9MDbvkw,Introduction To Cyber Security | Cyber Security Training For Beginners | CyberSecurity | Simplilearn,Cybersecurity Expert Masters Program security expert master program training course?utm campaign=z5nc9MDbvkw&utm medium=DescriptionFFF&utm source=Youtube IITK Executive Certificate Program In Cyber Security certificate program in cybersecurity?utm campaign=z5nc9MDbvkw&utm medium=DescriptionFFF&utm source=Youtube IIITB Advanced Executive Program in Cybersecurity advanced executive program in cyber security?utm campaign=z5nc9MDbvkw&utm medium=DescriptionFFF&utm source=Youtube Purdue Professional C,1679616,26020,38.33,"security, cyber, utm, program, training, introduction, cybersecurity, advanced, expert, executive, certificate, beginners, get, simplilearn, course, skills, video, certification, learn, access",20,Beginner,86.67,13.33,0.0,15,https://www.youtube.com/watch?v=z5nc9MDbvkw,2019-08-02T12:30:35Z,Simplilearn
cybersecurity basics,vK4Mno4QYqk,CYBERSECURITY RoadMap : How to become Ethical Hacker in 2024?,"Link to the List: a76qY r1LLSjcxN1hYB6l5VRlun1XZb8g/edit?usp=sharing You can join the batch using the below link. Delta 4.0 Full Stack Web Development : feb 24 Direct Payment Page : feb International Student payment link Details about the Delta 4.0 Batch : Start Date : 15th Feb, 2024 Alternate day lectures at 8PM Duration 5 months + Projects Each Class duration : 1.5 hour 2hour alternate days Access to the course is for 2 years Complete Frontend Development with HTML, CSS, Javascript & ReactJs C",1545882,57754,8.57,"complete, link, development, feb, list, batch, delta, stack, web, payment, alternate, duration, projects, mongodb, cybersecurity, fundamentals, join, using, full, direct",20,Beginner,26.67,66.67,6.67,15,https://www.youtube.com/watch?v=vK4Mno4QYqk,2024-02-16T17:05:34Z,Apna College
cybersecurity basics,s19BxFpoSd0,Cybersecurity Mastery: Complete Course in a Single Video | Cybersecurity For Beginners,"TIME STAMP IS IN THE COMMENTS SECTION What you'll learn Understand the cybersecurity landscape and learn core concepts foundational to security, compliance, and identity solutions. Understand the vulnerabilities of an organizations network and mitigate attacks on network infrastructures to protect data. Develop and implement threat mitigation strategies by applying effective cybersecurity measures within an Azure environment. Demonstrate your new skills with a capstone project and prepare for th",1541575,55163,828.63,"cybersecurity, basics, course, beginners, learn, understand, security, compliance, network, microsoft, please, support, crash, time, stamp, comments, section, landscape, core, concepts",20,Beginner,26.67,60.0,13.33,15,https://www.youtube.com/watch?v=s19BxFpoSd0,2024-02-01T12:59:13Z,Nerd's lesson
cybersecurity basics,aeF6kywGLuA,A Day in the Life of Cyber Security | SOC Analyst | Penetration Tester | Cyber Security Training,"Looking for a Job? I Give You the 5 Best Ways to Find a Job in Cyber: I know many of you are struggling. I see your posts. I talk to some of you personally and know your battles well. I've been there myself. Sometimes it's the simple things that make a huge difference, so today I'm going to give you the top 5 ways to find a job in Cyber. 1. LinkedIn Job Search simply by doing a search for penetration tester, SOC analyst, GRC, and other keywords, you will find a cumulative of millions of jobs lis",1475573,30886,0.27,"job, search, cyber, find, jobs, know, things, platform, security, give, ways, many, see, posts, personally, simple, make, top, linkedin, penetration",20,Intermediate,40.0,33.33,26.67,15,https://www.youtube.com/watch?v=aeF6kywGLuA,2023-05-04T19:42:25Z,Mike Miller - Break in Cyber
cybersecurity basics,0-Whx8b2FG4,5 ways to make money in Cybersecurity,"Cybersecurity is one of the most profitable technology fields of the 21st Century. As it continues to grow there are many people that want to get a job and start careers within the field. However, a 9 5 job isn t everyone s cup of tea, and even for those that are working many people want to have a side hustle for a little extra money and financial security. Checkout my English channel here: 2LwuQxpvo2HQ Instagram: python, C, C++, Java, JavaScript and Other Cheetsheets ++ : Playlist: 9lII9agrsRZj",1150497,79054,1.0,"python, javascript, php, java, css, one, many, people, want, job, instagram, playlist, min, html, angular, web, android, dev, git, github",20,Intermediate,20.0,73.33,6.67,15,https://www.youtube.com/watch?v=0-Whx8b2FG4,2022-12-25T05:47:06Z,CodeWithHarry
cybersecurity basics,5xWnmUEi1Qw,the hacker s roadmap how to get started in IT in 2025,"Build resume worthy projects and level up your homelab with the Bambu Labs A1 Combo Printer Want to start a career in IT and cybersecurity in 2025? Do you want to become a hacker? A Network Engineer? A Systems admin? This video lays out your ultimate roadmap to success. Whether you re a complete beginner or transitioning into cybersecurity, I ll guide you through the key certifications, practical skills, and experience building tips to land your first IT job and grow in the field. This is your c",1110117,51630,33.83,"cybersecurity, hacker, career, roadmap, certification, job, training, ccna, start, beginner, guide, free, networkchuck, get, land, first, phase, course, step, build",20,Beginner,60.0,33.33,6.67,15,https://www.youtube.com/watch?v=5xWnmUEi1Qw,2025-01-28T16:16:02Z,NetworkChuck
cybersecurity basics,bPVaOlJ6ln0,Cybersecurity: Crash Course Computer Science 31,"Cybersecurity is a set of techniques to protect the secrecy, integrity, and availability of computer systems and data against threats. In today s episode, we re going to unpack these three goals and talk through some strategies we use like passwords, biometrics, and access privileges to keep our information as secure, but also as accessible as possible. From massive Denial of Service, or DDos attacks, to malware and brute force password cracking there are a lot of ways for hackers to gain access",1100036,19762,12.5,"crash, course, computer, data, strategies, like, passwords, access, keep, information, also, password, science, coasters, pbs, digital, studios, want, cybersecurity, set",20,Beginner,60.0,33.33,6.67,15,https://www.youtube.com/watch?v=bPVaOlJ6ln0,2017-10-11T21:37:43Z,CrashCourse
cybersecurity basics,v3iUx2SNspY,Cyber Security Full Course for Beginners in 11 Hours 2025 Edition,"Cyber Security Full Course for Beginners in 11 Hours 2025 Edition To learn Ethical Hacking Course online with regular LIVE CLASSES, enroll now: pages/online ethical hacking course.html?utm source=YouTube&utm medium=Aug2024 WSC02&utm campaign=Random Video WsCube Tech stands out as a leading EdTech platform, offering comprehensive education in Ethical Hacking, Penetration Testing, and various cybersecurity skills. Our approach involves both online and classroom training, featuring hands on project",1057845,37518,705.0,"hacking, ethical, hackers, linux, using, security, cybersecurity, learn, phone, kali, hack, cyber, install, websites, hacker, tools, website, online, utm, testing",20,Beginner,26.67,66.67,6.67,15,https://www.youtube.com/watch?v=v3iUx2SNspY,2024-08-03T13:01:02Z,WsCube Cyber Security
cybersecurity basics,2eLJNBroFrg,Ultimate Ethical Hacking Full Course 2025 in Hindi | Kali Linux,"Welcome to the Ultimate Ethical Hacking Full Course In this comprehensive 8+ hour ethical hacking course, you ll learn everything you need to know to become a skilled ethical hacker. Whether you're a complete beginner or looking to deepen your knowledge, this course covers all the essential tools, techniques, and methods to help you kick start your cybersecurity career. Timestamps: 00:00 03:22 Intro 03:22 16:09 Ethical Hacking 101 16:09 27:49 Installing Kali Linux 27:49 40:59 Understanding the C",1037654,47614,499.2,"hacking, ethical, security, cybersecurity, testing, tools, social, engineering, penetration, course, hacker, cyber, attacks, tutorial, techniques, web, kali, linux, vulnerability, part",20,Beginner,13.33,80.0,6.67,15,https://www.youtube.com/watch?v=2eLJNBroFrg,2024-12-31T07:24:19Z,IYS
cybersecurity basics,79YHEl7UVgU,Does Cyber Security pay so high?,,1025853,33446,0.95,No keywords,0,Intermediate,13.33,66.67,20.0,15,https://www.youtube.com/watch?v=79YHEl7UVgU,2024-04-22T10:30:01Z,Broke Brothers
cybersecurity basics,FARSxWjlPkk,Network & Cyber Security Full Course with 100% Lab |Become Cyber Security Engineer| Zero Hero Hindi,About Video: Network & Cyber Security Full Course with Lab ||Become Cyber Security Engineer||Zero to Hero Hindi. This is the complete crash course with 100% labs total video duration is more than 12 hours + because i mentioned suggested Many videos links in the description. So complete video will help you to clear and understand the chapters. Hi Guys this is most demanding IT Security Based course now days. Company pays high salary for this skill so watch and boost your skill. Important Note: Th,892567,28790,439.05,"course, video, full, videos, security, linux, labs, network, cyber, lab, important, ethical, hacking, session, support, cisco, ccna, guide, complete, crash",20,Beginner,46.67,46.67,6.67,15,https://www.youtube.com/watch?v=FARSxWjlPkk,2022-07-31T04:39:49Z,Shesh Chauhan IT Trainer
cybersecurity basics,B7tTQ272OHE,Simple Penetration Testing Tutorial for Beginners,// Membership // Want to learn all about cyber security and become an ethical hacker? Join this channel now to gain access into exclusive ethical hacking videos by clicking this link: // Courses // Full Ethical Hacking Course: web ethical hacking course/ Full Web Ethical Hacking Course: web ethical hacking course/ Full Mobile Hacking Course: mobile hacking course/ // Books // Kali Linux Hacking: Linux Basics for Hackers: The Ultimate Kali Linux Book: // Social Links // Website: Facebook: Instagr,827000,25125,15.42,"hacking, ethical, full, course, web, linux, cyber, security, channel, mobile, kali, hackers, membership, want, learn, become, hacker, join, gain, access",20,Beginner,66.67,26.67,6.67,15,https://www.youtube.com/watch?v=B7tTQ272OHE,2022-03-19T05:17:53Z,Loi Liang Yang
